drug_id,drug_name,drug_synonyms_value,drug_synonyms_type,therapy_areas,drug_primary_action_value,drug_primary_action_id,drug_secondary_action_value,drug_secondary_action_id,drug_primary_indication_value,drug_primary_indication_id,drug_secondary_indication_value,drug_secondary_indication_id,drug_primary_company_value,drug_primary_company_id,drug_secondary_company_value,drug_secondary_company_id,drug_company_originator_value,drug_company_originator_id,drug_brand_names,drug_generic_names,molecular_mechanism_value,molecular_mechanism_id,cellular_mechanism_value,cellular_mechanism_id
56589,IPH-2101,"IPH-2101|anti-KIR mAb (hematological cancer), Innate Pharma|anti-killer cell immunoglobulin-like receptor monoclonal antibody (hematological cancer), Innate Pharma|NN-1975|1-7F9|anti-killer cell immunoglobulin-like receptor monoclonal antibody (hematological cancer), Novo Nordisk|anti-KIR mAb (hematological cancer), Novo Nordisk|KIR checkpoint inhibitor (hematological cancer), Innate Pharma/Bristol-Myers Squibb",,Cancer|Infection,Killer cell Ig like receptor antagonist|CD158 antagonist|CD158a antagonist|CD158b1 antagonist,47549|5503|5504|5505,Anticancer monoclonal antibody|Immunostimulant|Antiviral|T-lymphocyte stimulator,55685|393|991|7761,,,Hepatitis C virus infection|Acute myelogenous leukemia|Multiple myeloma|Hematological neoplasm,153|1731|1828|2054,,,Bristol-Myers Squibb Co|Novo Nordisk A/S|Innate Pharma SA,15065|18614|28788,Innate Pharma SA,28788,,,,,,
56625,istiratumab,MM-141|istiratumab,Research Code|USAN|INN,Cancer,Insulin-like growth factor 1 receptor antagonist|Erbb3 tyrosine kinase receptor inhibitor,3252|3758,Anticancer protein kinase inhibitor|Anticancer monoclonal antibody,62255|55685,,,Pancreas tumor|Cancer,249|651,,,Merrimack Pharmaceuticals Inc,27954,Merrimack Pharmaceuticals Inc,27954,,,,,,
56629,talacotuzumab,"CSL-360|anti-CD123 mAb (acute myelogenous leukemia), CSL|therapeutic leukaemia antibody (AML), CSL|7G3|anti-IL3R alpha chain mAb (AML), CSL|anti-CD123 mAb (acute myelogenous leukemia), Janssen|anti-IL3R alpha chain mAb (AML), Janssen|talacotuzumab|JNJ-56022473|CSL-362|CD-123",Research Code|Research Code|INN|Research Code|Research Code|Research Code,Cancer|Immune,CDw123 antagonist,5429,Anticancer monoclonal antibody,55685,Systemic lupus erythematosus,318,Myelodysplastic syndrome|Acute myelogenous leukemia,1272|1731,CSL Ltd,15563,Celltrion Inc|Janssen Biotech Inc,1015645|26997,CSL Ltd,15563,,,,,,
56642,"propranolol + etodolac (cachexia/cancer), Vicus Therapeutics","VT-122|propranolol + etodolac (cachexia/cancer), Vicus Therapeutics|propranolol + etodolac|VT-11CR",Research Code|Research Code,Cancer|Other/Miscellaneous,MAP kinase inhibitor|Protein kinase A inhibitor|Phosphoinositide 3-kinase inhibitor|Transient receptor potential channel inhibitor|Cyclooxygenase 2 inhibitor|ORL1 receptor antagonist|Cyclooxygenase 1 inhibitor|STAT-3 inhibitor|Beta adrenoceptor antagonist|Prostanoid receptor antagonist,2511|1873|1575|15395|1001|2635|999|7967|38|318,Anticancer protein kinase inhibitor|Anticancer|Non-steroidal anti-inflammatory,62255|1545|2955,,,Glioma|Hepatocellular carcinoma|Pancreas tumor|Prostate tumor|Soft tissue sarcoma|Cachexia|Solid tumor|Lung tumor,1108|1767|249|276|3378|425|725|755,,,Vicus Therapeutics LLC,1023205,Vicus Therapeutics LLC,1023205,,,,,,
5665,"levetiracetam (oral), UCB","levetiracetam|UCB-L059|Keppra|UCB-L060|levetiracetam (oral), UCB|levetiracepam|L-059|E Keppra|E Keppra Dry Syrup",INN|Research Code|Trade Name|Research Code|Research Code|Trade Name|Trade Name,Neurology/Psychiatric,Synaptic vesicle glycoprotein 2A modulator,15477,Anticonvulsant agent,70,Epilepsy|Alzheimers disease,119|14,Diabetic neuropathy|Neuropathic pain|Migraine|Social phobia|Tardive dyskinesia|Bipolar disorder|Aggression,101|1295|210|3150|320|653|9,UCB SA,20452,Otsuka Pharmaceutical Co Ltd|SIBIA Neurosciences Inc,18717|26975,UCB SA,20452,,,,,,
56712,padeliporfin potassium,"WST-11|padeliporfin photodynamic therapy (age-related macular degeneration/cancer), Weizmann Institute|padeliporfin|padeliporfin photodynamic therapy (age-related macular degeneration/cancer), Steba Biotech|padeliporfin di-potassium|Tookad (Soluble)|palladium-bacteriopheophorbide monolysine taurine|Pd-bacteriopheophorbide monolysine taurine|Stakel|Tookad|padeliporfin potassium|padeliporfin ImPACT",Research Code|USAN|INN|Trade Name|Trade Name|Trade Name|USAN,Cancer|Ocular,,,Anticancer|Angiogenesis inhibitor|Ophthalmological agent|Photosensitizer|Unspecified drug target|Vascular damaging agent|Ocular antineovascularisation agent,1545|61|15128|799|59620|2969|15148,Esophagus tumor|Transitional cell carcinoma|Prostate tumor|Breast tumor,1011|1771|276|49,Age related macular degeneration|Non-small-cell lung cancer|Cholangiocarcinoma|Solid tumor,1226|1262|1765|725,Steba Biotech NV,30641,Weizmann Institute of Science,15489,Weizmann Institute of Science,15489,,,,,,
56724,PD-360324,"PD-360324|macrophage colony stimulating factor monoclonal antibody (rheumatoid arthritis, CLE), Pfizer|MCSF mAb (cutaneous lupus erythematosus, RA), Pfizer|PD-0360324",Research Code|Research Code,Immune|Inflammatory,CSF-1 antagonist,3154,Immunomodulator|Anticancer protein kinase inhibitor,1596|62255,,,Sarcoidosis|Cutaneous lupus erythematosus|Rheumatoid arthritis,1036|2559|291,,,Pfizer Inc,18767,Pfizer Inc,18767,,,,,,
56734,nirogacestat hydrobromide,"PF-03084014|gamma secretase inhibitor (cancer), Pfizer|PF-3084014|nirogacestat|nirogacestat hydrobromide|nirogacestat dihydrobromide",Research Code|Research Code|USAN|INN|USAN,Cancer|Neurology/Psychiatric,Gamma-secretase inhibitor,7578,Anticancer,1545,Multiple myeloma|Soft tissue sarcoma|Aggressive fibromatosis,1828|3378|3504,Alzheimers disease|Pancreatic ductal adenocarcinoma|Advanced solid tumor|Breast tumor|Cancer,14|1507|3713|49|651,SpringWorks Therapeutics Inc,1154395,Pfizer Inc,18767,SpringWorks Therapeutics Inc,1154395,,,,,,
56758,"dendritic cell vaccine (injectable, head and neck cancer), National Cancer Institute","mutant p53 peptide pulsed dendritic cell vaccine (injectable, head and neck cancer), National Cancer Institute|dendritic cell vaccine (injectable, head and neck cancer), National Cancer Institute",,Cancer,p53 tumor suppressor protein modulator,17119,Therapeutic vaccine|Dendritic cell vaccine|Anticancer,12379|102926|1545,,,Squamous cell carcinoma|Head and neck tumor,307|623,,,National Cancer Institute (NCI),20519,National Cancer Institute (NCI),20519,,,,,,
56777,indoximod hydrochloride,"indoleamine 2,3-dioxygenase inhibitors (solid tumor), Newlink Genetics|NLG-001|1-methyl-D-tryptophan|D-1MT|D-1-methyltryptophan|Indoximod Prostate|Indoximod Breast|indoximod|NLG-8189|1-methyltryptophan|IDO checkpoint inhibitor (cancer), NewLink Genetics|indoximod hydrochloride",Research Code|Research Code|Trade Name|Trade Name|USAN|INN|Research Code,Cancer,"Indoleamine-pyrrole-2,3-dioxygenase inhibitor",6366,T-lymphocyte stimulator|Anticancer|Immunostimulant,7761|1545|393,Acute myelogenous leukemia|Hormone refractory prostate cancer|Stage IV melanoma|Metastatic pancreas cancer|Brain tumor,1731|3246|3257|3669|760,Metastatic breast cancer|Metastatic non small cell lung cancer|Advanced solid tumor,3657|3665|3713,NewLink Genetics Corp,1008706,,,NewLink Genetics Corp,1008706,,,,,,
56815,vismodegib,"small-molecule hedgehog antagonist (cancer), Curis/Genentech//Roche|Hedgehog antagonists (systemic formulation, cancer), Curis/Genentech/Roche|Hh antagonists (systemic formulation, cancer), Curis/Genentech//Roche|GDC-0449|R-3616|NSC-747691|vismodegib|RG-3616|Erivedge|Hedgehog Antagonist GDC-0449|RO-5450815",Research Code|Research Code|Research Code|USAN|INN|Research Code|Trade Name|Research Code,Cancer|Dermatologic|Hematologic|Respiratory,Smoothened receptor antagonist|Hedgehog protein inhibitor,11036|8134,Apoptosis stimulator|Anticancer,1589|1545,Basal cell carcinoma|Odontogenic tumor|Head and neck tumor,1764|2275|623,Stomach tumor|Myelodysplastic syndrome|Pancreatic ductal adenocarcinoma|Acute myelogenous leukemia|Chronic lymphocytic leukemia|Sarcoma|Myelofibrosis|Meningioma|B-cell lymphoma|Basal cell nevus syndrome|Metastatic prostate cancer|Idiopathic pulmonary fibrosis|Cancer|Ovary tumor|Colorectal tumor,127|1272|1507|1731|1734|194|2436|2802|316|3382|3664|3771|651|799|989,Genentech Inc|Roche Holding AG,19453|19446,Chugai Pharmaceutical Co Ltd|Curis Inc|F Hoffmann-La Roche AG,15414|15549|26178,Curis Inc,15549,,,,,,
56854,zabinostat,"AZD-9468|AZD-8025|CXD-101|histone deacetylase (HDAC) inhibitor (cancer), AstraZeneca/Celleron Therapeutics|histone deacetylase (HDAC) inhibitor (colorectal cancer), AstraZeneca/Celleron Therapeutics|histone deacetylase (HDAC) inhibitor (lymphoma), AstraZeneca/Nuance Biotech|histone deacetylase (HDAC) inhibitor (peripheral T-cell Lymphoma), AstraZeneca/Nuance Biotech|zabinostat",Research Code|Research Code|Research Code,Cancer,Histone deacetylase inhibitor,2574,Anticancer|Immunomodulator,1545|1596,Diffuse large B-cell lymphoma|Peripheral T-cell lymphoma|Hepatocellular carcinoma|Lymphoma|Pancreas tumor|T-cell lymphoma|Hormone refractory prostate cancer|Cancer|Colorectal tumor,1749|1753|1767|203|249|311|3246|651|989,,,Celleron Therapeutics Ltd|Nuance Biotech Inc,1037347|1118419,AstraZeneca plc,14190,AstraZeneca plc,14190,,,,,,
56902,RGI-2001,"KRN-7000|T-cell modulator (transplant rejection/autoimmune disease), REGiMMUNE|Multivax platform, Regimmune|KRN-7000, liposomal formulation (autoimmune disease), REGiMMUNE Corp|RGI-2001|ToleroVax|RGI-7000",Research Code|Research Code|Trade Name|Research Code,Endocrine/Metabolic|Hematologic|Immune,,,Immunomodulator|T-lymphocyte modulator|Natural killer T-lymphocyte stimulator,1596|5692|173716,Hemophilia|Graft versus host disease|Lysosome storage disease,439|616|648,Autoimmune disease,36,REGiMMUNE Corp,1030919,,,REGiMMUNE Corp,1030919,,,,,,
56926,SAR-103168,SAR-103168,Research Code,Cancer,Unspecified protein kinase inhibitor,9671,Anticancer protein kinase inhibitor,62255,,,Acute myelogenous leukemia,1731,,,Sanofi SA,1009547,Sanofi SA,1009547,,,,,,
56967,tagraxofusp,DT388IL-3|tagraxofusp|Elzonris|tagraxofusp-erzs|SL-401,Research Code|USAN|INN|Trade Name|Research Code,Cancer|Hematologic|Immune|Musculoskeletal,IL-3 receptor modulator|CDw123 modulator,3052|5427,Synergist|Protein synthesis inhibitor|Anticancer|Immunotoxin,7293|339|1545|539,Scleroderma|Myelodysplastic syndrome|Acute myelogenous leukemia|Multiple myeloma|Hypereosinophilic syndrome|Hematological neoplasm|Myelofibrosis|Autoimmune disease|Systemic mastocytosis|Chronic myelomonocytic leukemia,1105|1272|1731|1828|2036|2054|2436|36|3728|6833,Hodgkins disease|Hairy cell leukemia|Myeloid leukemia|Mastocytosis,161|1736|223|2795,Nippon Shinyaku Co Ltd|Stemline Therapeutics Inc,18552|1031141,Scott And White Memorial Hospital|Duke University|Wake Forest University|Pharmacia Corp,1017176|20567|20699|27638,Scott And White Memorial Hospital,1017176,,,,,,
56991,etirinotecan pegol,"PEG-irinotecan, Nektar|PEGylated irinotecan prodrug (iv, cancer), Nektar|etirinotecan pegol|etirinotecan pegol tetrahydrochloride|etirinotecan pegol tetratriflutate|NKTR-102|Onzeald",USAN|INN|USAN|USAN|Research Code|Trade Name,Cancer,Topoisomerase I inhibitor,141,Anticancer,1545,,,Metastasis|Glioma|Small-cell lung cancer|Metastatic breast cancer|Metastatic colorectal cancer|Uterine cervix tumor|Solid tumor|Ovary tumor,1069|1108|1261|3657|3658|427|725|799,,,Daiichi Sankyo Co Ltd|Nektar Therapeutics,1017506|17221,Nektar Therapeutics,17221,,,,,,
56994,"CUDC-101 (iv/Captisol, cancer), Curis/Ligand","CUDC-101|CUDC-101 (iv/Captisol, cancer), Curis/Ligand",Research Code,Cancer,Histone deacetylase inhibitor|Erbb2 tyrosine kinase receptor inhibitor|Erbb3 tyrosine kinase receptor inhibitor|AKT protein kinase inhibitor|Epidermal growth factor receptor antagonist,2574|3756|3758|3859|740,Anticancer protein kinase inhibitor,62255,,,Advanced solid tumor|Head and neck tumor|Cancer,3713|623|651,,,Curis Inc|Ligand Pharmaceuticals Inc,15549|17808,Curis Inc,15549,,,,,,
57004,rabacfosadine,"GS-9219|PMEG prodrug (cancer), Gilead|rabacfosadine|VDC-1101",Research Code|USAN|INN|Research Code,Cancer,DNA polymerase inhibitor,138,Anticancer,1545,,,Chronic lymphocytic leukemia|Non-Hodgkin lymphoma|Cancer,1734|319|651,,,Gilead Sciences Inc,16450,Gilead Sciences Inc,16450,,,,,,
57007,pilaralisib,"XL-147|PI3K/EGFR inhibitor (cancer), Exelixis|phosphoinositide-3 kinase/epidermal growth factor receptor inhibito (cancer), Exelixis|PI3K/EGFR inhibitor (cancer), sanofi-aventis|SAR-245408|pilaralisib",Research Code|Research Code|USAN|INN,Cancer,Phosphoinositide 3-kinase inhibitor,1575,Anticancer protein kinase inhibitor,62255,,,Non-small-cell lung cancer|Endometrioid carcinoma|Hematological neoplasm|Breast tumor|Solid tumor,1262|1705|2054|49|725,,,Sanofi SA|Exelixis Inc,1009547|22676,Exelixis Inc,22676,,,,,,
57008,voxtalisib,"phosphoinositide-3 kinase/mTOR inhibitor (cancer), Exelixis|PI3K/mTOR inhibitor (cancer), Exelixis|PI3K/mTOR inhibitor (cancer), sanofi-aventis|voxtalisib|SAR-245409|XL-765",USAN|PINN|Research Code|Research Code,Cancer,mTOR inhibitor|Phosphoinositide 3-kinase inhibitor,10240|1575,Apoptosis stimulator|Anticancer protein kinase inhibitor,1589|62255,,,Non-small-cell lung cancer|Chronic lymphocytic leukemia|Mantle cell lymphoma|Follicle center lymphoma|Diffuse large B-cell lymphoma|Glioblastoma|Breast tumor|Cancer|Solid tumor,1262|1734|1744|1745|1749|2454|49|651|725,,,Sanofi SA|Exelixis Inc,1009547|22676,Exelixis Inc,22676,,,,,,
57010,"TRC-102 (iv, cancer), Tracon","TRC-102 (iv, cancer), Tracon|methoxyamine (iv, chemotherapy resistance), Case/TRACON|TRC-102",Research Code,Cancer,,,Anticancer|DNA repair inhibitor,1545|11593,Hematological neoplasm|Solid tumor|Lung tumor,2054|725|755,Cancer,651,TRACON Pharmaceuticals Inc,1020043,Case Western Reserve University,20553,Case Western Reserve University,20553,,,,,,
57021,florbetaben (18F),"18F-AV-1/ZK|18F-AV-1|18F and 123I PET radiodiagnostics (beta-amyloid, Alzheimer's), University of Pennsylvania/Avid|fluorine-18-AV-1/ZK|fluorine-18 and iodine-123 PET radiodiagnostics (beta-amyloid, Alzheimer's), University of Pennsylvania/Avid|18F-stilbene radiodiagnostics (beta-amyloid, Alzheimer's) University of Pennsylvania/Avid|fluorine-18-stilbene radiodiagnostics (beta-amyloid, Alzheimer's) University of Pennsylvania/Avid|18F-BAY-94-9172|ZK-6013443|florbetaben (18F)|BAY-94-9172-[18F]|AV-1-[18F]|18F-florbetaben|fluorine-18-florbetaben|Neuraceq|florbetaben F18|18F-4-fluoro-L-ornithine|4-fluoro-L-ornithine-[18F]|Fluorine-18-4-fluoro-L-ornithine|4-[18F]fluoro-L-ornithine",Research Code|Research Code|Research Code|Research Code|Research Code|INN|Research Code|Research Code|Trade Name|USAN,Cancer|Endocrine/Metabolic|Neurology/Psychiatric,Beta amyloid modulator,2420,Neoplasm diagnostic agent|CNS diagnostic agent|Radiodiagnostic|PET contrast agent,7220|7211|5720|5555,Amyloidosis|Alzheimers disease|AL amyloidosis,1143|14|3492,Parkinsons disease|Cancer,255|651,PET Pharm Biotech Ltd|Ci-Co Healthcare|Life Molecular Imaging|ISOLOGIC Innovative Radiopharmaceuticals,1129682|1090208|1006437|1118535,Avid Radiopharmaceuticals Inc|Schering AG|Bayer AG|University of Pennsylvania,1018507|1052089|14455|20658,University of Pennsylvania,20658,,,,,,
57022,florbetapir (18F),"fluorine-18 PET radiodiagnostics (vesicular monoamine transporter, Parkinson's/dementia with Lewy bodies), Avid|18F PET radiodiagnostics (VMAT-2, Parkinson's/DLB/Diabetes/AD), Avid|fluorine-18 PET radiodiagnostics (vesicular monoamine transporter, Parkinson's/dementia with Lewy bodies / Diabetes with beta cell mass in pancreas), Avid|18F-AV-45|18F-AV-144|18F-AV-19|18F-AV-138|Fluorine-18-AV-45|AV-15-[18F]|18F florpiramine|florbetapir F-18|AV-138-[18F]|AV-144-[18F]|AV-19-[18F]|AV-144|AV-19|AV-138|florbetapir (18F)|Amyvid|18F-florbetapir|AV-45|Amividdo",Research Code|Research Code|Research Code|Research Code|Research Code|Research Code|USAN|Research Code|Research Code|Research Code|Research Code|Research Code|Research Code|INN|Trade Name|Research Code|Trade Name,Neurology/Psychiatric,Beta amyloid modulator,2420,Radiodiagnostic|PET contrast agent|CNS diagnostic agent,5720|5555|7211,Alzheimers disease|Frontotemporal dementia,14|2425,Neurodegenerative disease|Mild cognitive impairment|Cognitive disorder|Dementia,233|3122|353|90,Eli Lilly & Co|Avid Radiopharmaceuticals Inc|FUJIFILM Toyama Chemical Co Ltd,17810|1018507|22616,University of Michigan|University of Pennsylvania,20623|20658,University of Pennsylvania,20658,,,,,,
57025,"sirolimus (albumin-bound nanoparticle, cancer, intravenous), AADI","rapamycin|sirolimus|rapamycin (albumin-bound nanoparticle, intravenous), Abraxis|ABI-009|nab-rapamycin|sirolimus (albumin-bound nanoparticle, intravenous), Abraxis|sirolimus (albumin-bound nanoparticle, cancer, intravenous), Celgene|TARZIFYX|sirolimus (albumin-bound nanoparticle, cancer, intravenous), AADI|nab-Sirolimus|Fyarro",USAN|BANN|INN|Research Code|Trade Name|Research Code|Trade Name,Cancer|Cardiovascular|Infection|Neurology/Psychiatric,mTOR inhibitor,10240,Antihypertensive|Anticancer|Protein synthesis inhibitor|Antiviral|Anticonvulsant agent,2657|1545|339|991|70,Coronavirus disease 19 infection|Neuroendocrine tumor|Epilepsy|Vascular neoplasm|Osteosarcoma|Multiple myeloma|Sarcoma|Bladder cancer|Chondrosarcoma|Liposarcoma|Peripheral vascular disease|Ewing sarcoma|Pulmonary artery hypertension|Leigh disease|Metastatic colorectal cancer|Solid tumor,10406|1128|119|1539|1772|1828|194|2380|2444|2447|260|2975|3510|3632|3658|725,,,EOC Pharma Ltd|Aadi Bioscience Inc,1144925|1091054,Abraxis BioScience Inc|Celgene Corp,1020514|15331,Abraxis BioScience Inc,1020514,,,,,,
57048,dactolisib,"PI3K/mTOR inhibitor (cancer), Novartis|phosphatidylinositol-3-kinase/mTOR inhibitor (cancer), Novartis|BEZ-235|NVP-BEZ235|dactolisib|dactolisib tosylate|NVP-BEZ235-ANA|NVP-BEZ235-NX|RTB-101|mTORC1 inhibitors (respiratory tract infection), resTORbio",Research Code|Research Code|USAN|INN|USAN|Research Code|Research Code|Research Code,Cancer|Infection|Neurology/Psychiatric,Phosphoinositide 3-kinase inhibitor|mTOR complex 1 inhibitor|mTOR complex 2 inhibitor,1575|76090|76096,Anticancer protein kinase inhibitor|Antiviral|Neuroprotectant|Apoptosis stimulator,62255|991|1615|1589,Coronavirus disease 19 infection|Parkinsons disease,10406|255,Pancreatic endocrine tumor|Endometrioid carcinoma|Transitional cell carcinoma|Leukemia|Hematological neoplasm|Hormone refractory prostate cancer|Metastatic breast cancer|Metastatic renal cell carcinoma|Breast tumor|Respiratory tract infection|Cancer|Solid tumor,1510|1705|1771|199|2054|3246|3657|4250|49|509|651|725,Adicet Bio Inc,1118915,resTORbio Inc|Novartis AG,1147633|23137,Novartis AG,23137,,,,,,
57062,masitinib,"masitinib|c-kit inhibitor (mastocytosis/GIST), AB Science|AB-1010|Kinaction|Masican|Masiviera|Alsitek|Masipro",INN|Research Code|Trade Name|Trade Name|Trade Name,Cancer|Dermatologic|Immune|Infection|Musculoskeletal|Neurology/Psychiatric|Respiratory,SARS coronavirus 3C protease like inhibitor|CSF-1 antagonist|Fyn tyrosine kinase inhibitor|Lyn tyrosine kinase inhibitor|FGF3 receptor antagonist|Kit tyrosine kinase inhibitor|Protein tyrosine kinase inhibitor|PDGF receptor antagonist,14523|3154|3574|3586|3688|3808|385|948,CNS modulator|Anti-inflammatory|Systemic antipsoriatic product|Anticancer|Neuroprotectant|Antiviral|Anticancer protein kinase inhibitor|Respiratory system agent|Antiparkinsonian,2939|2953|15184|1545|1615|991|62255|1470|2947,Coronavirus disease 19 infection|Chronic obstructive pulmonary disease|Gastrointestinal tumor|Alzheimers disease|Peripheral T-cell lymphoma|Motor neurone disease|Multiple sclerosis|Glioblastoma|Pancreas tumor|Parkinsons disease|Mastocytosis|Asthma|Hormone refractory prostate cancer|Metastatic liver cancer|Cognitive disorder|Metastatic breast cancer|Metastatic colorectal cancer|Metastatic non small cell lung cancer|Metastatic pancreas cancer|Metastatic head and neck cancer|Ischemic stroke|Metastatic ovary cancer|Breast tumor,10406|1185|131|14|1753|212|213|2454|249|255|2795|31|3246|3462|353|3657|3658|3665|3669|3673|3676|3866|49,Multiple myeloma|Progressive supranuclear palsy|Melanoma|Psoriasis|Rheumatoid arthritis|Metastatic stomach cancer,1828|1998|205|281|291|3666,AB Science SA|University of Chicago,30580|26013,,,AB Science SA,30580,,,,,,
57118,naloxegol,"PEG-naloxol (oral, opioid-induced constipation), Nektar|naloxegol|PEG-naloxol (oral, opioid-induced constipation), AstraZeneca/RedHill|NKTR-118|naloxegol oxalate|NKTR-118 oxalate|AZ-13337019 oxalate|Movantik|Moventig",USAN|INN|Research Code|USAN|Research Code|Research Code|Trade Name|Trade Name,Gastrointestinal,Opioid receptor mu antagonist,294,Analgesic,2946,Gastroparesis|Constipation,2100|404,Esophageal disease,242,Knight Therapeutics Inc|Kyowa Hakko Kirin Co Ltd|RedHill Biopharma Ltd,1093663|1042596|1052603,Daiichi Sankyo Co Ltd|AstraZeneca plc|Nektar Therapeutics,1017506|14190|17221,Nektar Therapeutics,17221,,,,,,
